"2007 Florida Building Code - Building (Premium) Renewal 25, 1y",FL-P-2007-000001-25u1yR,8700SFL07CR
"2007 Florida Building Code - Building (Premium) Renewal 25, 3y",FL-P-2007-000001-25u3yR,8700SFL07JR
"2007 Florida Building Code - Building (Premium) Renewal 50, 1y",FL-P-2007-000001-50u1yR,8700SFL07DR
"2007 Florida Building Code - Building (Premium) Renewal 50, 3y",FL-P-2007-000001-50u3yR,8700SFL07KR
"2007 Florida Building Code - Building (Premium) Renewal 5, 1y",FL-P-2007-000001-5u1yR,8700SFL07BR
"2007 Florida Building Code - Building (Premium) Renewal 5, 3y",FL-P-2007-000001-5u3yR,8700SFL07HR
"2007 Florida Building Code - Building (Premium) Renewal Corporate, 1y",FL-P-2007-000001-Corporateu1yR,8700SFL07FR
"2007 Florida Building Code - Building (Premium) Renewal Corporate, 3y",FL-P-2007-000001-Corporateu3yR,8700SFL07LR
"2003 Michigan Building Code (Premium) 1, 1y",MI-P-2003-000011-1u1y,8700SMI03A
"2003 Michigan Building Code (Premium) 1, 3y",MI-P-2003-000011-1u3y,8700SMI03G
"2003 Michigan Building Code (Premium) 1, 6m",MI-P-2003-000011-1u6m,8700SMI03
"2003 Michigan Building Code (Premium) 25, 1y",MI-P-2003-000011-25u1y,8700SMI03C
"2003 Michigan Building Code (Premium) 25, 3y",MI-P-2003-000011-25u3y,8700SMI03J
"2003 Michigan Building Code (Premium) 50, 1y",MI-P-2003-000011-50u1y,8700SMI03D
"2003 Michigan Building Code (Premium) 50, 3y",MI-P-2003-000011-50u3y,8700SMI03K
"2003 Michigan Building Code (Premium) 5, 1y",MI-P-2003-000011-5u1y,8700SMI03B
"2003 Michigan Building Code (Premium) 5, 3y",MI-P-2003-000011-5u3y,8700SMI03H
"2003 Michigan Building Code (Premium) Corporate, 1y",MI-P-2003-000011-Corporateu1y,8700SMI03
"2003 Michigan Building Code (Premium) Corporate, 3y",MI-P-2003-000011-Corporateu3y,8700SMI03L
"2003 Michigan Building Code (Premium) Renewal 1, 1y",MI-P-2003-000011-1u1yR,8700SMI03AR
"2003 Michigan Building Code (Premium) Renewal 1, 3y",MI-P-2003-000011-1u3yR,8700SMI03GR
"2003 Michigan Building Code (Premium) Renewal 1, 6m",MI-P-2003-000011-1u6mR,8700SMI03R
"2003 Michigan Building Code (Premium) Renewal 25, 1y",MI-P-2003-000011-25u1yR,8700SMI03CR
"2003 Michigan Building Code (Premium) Renewal 25, 3y",MI-P-2003-000011-25u3yR,8700SMI03JR
"2003 Michigan Building Code (Premium) Renewal 50, 1y",MI-P-2003-000011-50u1yR,8700SMI03DR
"2003 Michigan Building Code (Premium) Renewal 50, 3y",MI-P-2003-000011-50u3yR,8700SMI03KR
"2003 Michigan Building Code (Premium) Renewal 5, 1y",MI-P-2003-000011-5u1yR,8700SMI03BR
"2003 Michigan Building Code (Premium) Renewal 5, 3y",MI-P-2003-000011-5u3yR,8700SMI03HR
"2003 Michigan Building Code (Premium) Renewal Corporate, 1y",MI-P-2003-000011-Corporateu1yR,8700SMI03FR
"2003 Michigan Building Code (Premium) Renewal Corporate, 3y",MI-P-2003-000011-Corporateu3yR,8700SMI03LR
"2002 North Carolina Building Code (Premium) 1, 1y",NC-P-2002-000003-1u1y,8700SNC02A
"2002 North Carolina Building Code (Premium) 1, 3y",NC-P-2002-000003-1u3y,8700SNC02G
"2002 North Carolina Building Code (Premium) 1, 6m",NC-P-2002-000003-1u6m,8700SNC02
"2002 North Carolina Building Code (Premium) 25, 1y",NC-P-2002-000003-25u1y,8700SNC02C
"2002 North Carolina Building Code (Premium) 25, 3y",NC-P-2002-000003-25u3y,8700SNC02J
"2002 North Carolina Building Code (Premium) 50, 1y",NC-P-2002-000003-50u1y,8700SNC02D
"2002 North Carolina Building Code (Premium) 50, 3y",NC-P-2002-000003-50u3y,8700SNC02K
"2002 North Carolina Building Code (Premium) 5, 1y",NC-P-2002-000003-5u1y,8700SNC02B
"2002 North Carolina Building Code (Premium) 5, 3y",NC-P-2002-000003-5u3y,8700SNC02H
"2002 North Carolina Building Code (Premium) Corporate, 1y",NC-P-2002-000003-Corporateu1y,8700SNC02
"2002 North Carolina Building Code (Premium) Corporate, 3y",NC-P-2002-000003-Corporateu3y,8700SNC02L
"2002 North Carolina Building Code (Premium) Renewal 1, 1y",NC-P-2002-000003-1u1yR,8700SNC02AR
"2002 North Carolina Building Code (Premium) Renewal 1, 3y",NC-P-2002-000003-1u3yR,8700SNC02GR
"2002 North Carolina Building Code (Premium) Renewal 1, 6m",NC-P-2002-000003-1u6mR,8700SNC02R
"2002 North Carolina Building Code (Premium) Renewal 25, 1y",NC-P-2002-000003-25u1yR,8700SNC02CR
"2002 North Carolina Building Code (Premium) Renewal 25, 3y",NC-P-2002-000003-25u3yR,8700SNC02JR
"2002 North Carolina Building Code (Premium) Renewal 50, 1y",NC-P-2002-000003-50u1yR,8700SNC02DR
"2002 North Carolina Building Code (Premium) Renewal 50, 3y",NC-P-2002-000003-50u3yR,8700SNC02KR
"2002 North Carolina Building Code (Premium) Renewal 5, 1y",NC-P-2002-000003-5u1yR,8700SNC02BR
"2002 North Carolina Building Code (Premium) Renewal 5, 3y",NC-P-2002-000003-5u3yR,8700SNC02HR
"2002 North Carolina Building Code (Premium) Renewal Corporate, 1y",NC-P-2002-000003-Corporateu1yR,8700SNC02FR
"2002 North Carolina Building Code (Premium) Renewal Corporate, 3y",NC-P-2002-000003-Corporateu3yR,8700SNC02LR
"Building Code of New York State, 2007 (Premium) 1, 1y",NY-P-2007-000002-1u1y,8700SNY07A
"Building Code of New York State, 2007 (Premium) 1, 3y",NY-P-2007-000002-1u3y,8700SNY07G
"Building Code of New York State, 2007 (Premium) 1, 6m",NY-P-2007-000002-1u6m,8700SNY07
"Building Code of New York State, 2007 (Premium) 25, 1y",NY-P-2007-000002-25u1y,8700SNY07C
"Building Code of New York State, 2007 (Premium) 25, 3y",NY-P-2007-000002-25u3y,8700SNY07J
"Building Code of New York State, 2007 (Premium) 50, 1y",NY-P-2007-000002-50u1y,8700SNY07D
"Building Code of New York State, 2007 (Premium) 50, 3y",NY-P-2007-000002-50u3y,8700SNY07K
"Building Code of New York State, 2007 (Premium) 5, 1y",NY-P-2007-000002-5u1y,8700SNY07B
"Building Code of New York State, 2007 (Premium) 5, 3y",NY-P-2007-000002-5u3y,8700SNY07H
"Building Code of New York State, 2007 (Premium) Corporate, 1y",NY-P-2007-000002-Corporateu1y,8700SNY07
"Building Code of New York State, 2007 (Premium) Corporate, 3y",NY-P-2007-000002-Corporateu3y,8700SNY07L
"Building Code of New York State, 2007 (Premium) Renewal 1, 1y",NY-P-2007-000002-1u1yR,8700SNY07AR
"Building Code of New York State, 2007 (Premium) Renewal 1, 3y",NY-P-2007-000002-1u3yR,8700SNY07GR
"Building Code of New York State, 2007 (Premium) Renewal 1, 6m",NY-P-2007-000002-1u6mR,8700SNY07R
"Building Code of New York State, 2007 (Premium) Renewal 25, 1y",NY-P-2007-000002-25u1yR,8700SNY07CR
"Building Code of New York State, 2007 (Premium) Renewal 25, 3y",NY-P-2007-000002-25u3yR,8700SNY07JR
"Building Code of New York State, 2007 (Premium) Renewal 50, 1y",NY-P-2007-000002-50u1yR,8700SNY07DR
"Building Code of New York State, 2007 (Premium) Renewal 50, 3y",NY-P-2007-000002-50u3yR,8700SNY07KR
"Building Code of New York State, 2007 (Premium) Renewal 5, 1y",NY-P-2007-000002-5u1yR,8700SNY07BR
"Building Code of New York State, 2007 (Premium) Renewal 5, 3y",NY-P-2007-000002-5u3yR,8700SNY07HR
"Building Code of New York State, 2007 (Premium) Renewal Corporate, 1y",NY-P-2007-000002-Corporateu1yR,8700SNY07FR
"Building Code of New York State, 2007 (Premium) Renewal Corporate, 3y",NY-P-2007-000002-Corporateu3yR,8700SNY07LR
"2008 The New York City Building Code (Premium)  1,1y",YC-P-2008-000001-1u1y,8700SNYC08A
"2008 The New York City Building Code (Premium)  1,3y",YC-P-2008-000001-1u3y,8700SNYC08G
"2008 The New York City Building Code (Premium)  1,6m",YC-P-2008-000001-1u6m,8700SNYC08
"2008 The New York City Building Code (Premium)  25,1y",YC-P-2008-000001-25u1y,8700SNYC08C
"2008 The New York City Building Code (Premium)  25,3y",YC-P-2008-000001-25u3y,8700SNYC08J
"2008 The New York City Building Code (Premium)  50,1y",YC-P-2008-000001-50u1y,8700SNYC08D
"2008 The New York City Building Code (Premium)  50,3y",YC-P-2008-000001-50u3y,8700SNYC08J
"2008 The New York City Building Code (Premium)  5,1y",YC-P-2008-000001-5u1y,8700SNYC08B
"2008 The New York City Building Code (Premium)  5,3y",YC-P-2008-000001-5u3y,8700SNYC08H
"2008 The New York City Building Code (Premium)  Corporate,1y",YC-P-2008-000001-Corporateu1y,8700SNYC08F
"2008 The New York City Building Code (Premium)  Corporate,3y",YC-P-2008-000001-Corporateu3y,8700SNYC08L
"2008 The New York City Building Code (Premium) Renewal 1,1y",YC-P-2008-000001-1u1yR,8700SNYC08AR
"2008 The New York City Building Code (Premium) Renewal 1,3y",YC-P-2008-000001-1u3yR,8700SNYC08GR
"2008 The New York City Building Code (Premium) Renewal 1,6m",YC-P-2008-000001-1u6mR,8700SNYC08R
"2008 The New York City Building Code (Premium) Renewal 25,1y",YC-P-2008-000001-25u1yR,8700SNYC08CR
"2008 The New York City Building Code (Premium) Renewal 25,3y",YC-P-2008-000001-25u3yR,8700SNYC08JR
"2008 The New York City Building Code (Premium) Renewal 50,1y",YC-P-2008-000001-50u1yR,8700SNYC08DR
"2008 The New York City Building Code (Premium) Renewal 50,3y",YC-P-2008-000001-50u3yR,8700SNYC08KR
"2008 The New York City Building Code (Premium) Renewal 5,1y",YC-P-2008-000001-5u1yR,8700SNYC08BR
"2008 The New York City Building Code (Premium) Renewal 5,3y",YC-P-2008-000001-5u3yR,8700SNYC08HR
"2008 The New York City Building Code (Premium) Renewal Corporate,1y",YC-P-2008-000001-Corporateu1yR,8700SNYC08FR
"2008 The New York City Building Code (Premium) Renewal Corporate,3y",YC-P-2008-000001-Corporateu3yR,8700SNYC08LR
"2007 Ohio Building Code (Premium) 1, 1y",OH-P-2005-000001-1u1y,8700SOH07A
"2007 Ohio Building Code (Premium) 1, 3y",OH-P-2005-000001-1u3y,8700SOH07G
"2007 Ohio Building Code (Premium) 1, 6m",OH-P-2005-000001-1u6m,8700SOH07
"2007 Ohio Building Code (Premium) 25, 1y",OH-P-2005-000001-25u1y,8700SOH07C
"2007 Ohio Building Code (Premium) 25, 3y",OH-P-2005-000001-25u3y,8700SOH07J
"2007 Ohio Building Code (Premium) 50, 1y",OH-P-2005-000001-50u1y,8700SOH07D
"2007 Ohio Building Code (Premium) 50, 3y",OH-P-2005-000001-50u3y,8700SOH07K
"2007 Ohio Building Code (Premium) 5, 1y",OH-P-2005-000001-5u1y,8700SOH07B
"2007 Ohio Building Code (Premium) 5, 3y",OH-P-2005-000001-5u3y,8700SOH07H
"2007 Ohio Building Code (Premium) Corporate, 1y",OH-P-2005-000001-Corporateu1y,8700SOH07
"2007 Ohio Building Code (Premium) Corporate, 3y",OH-P-2005-000001-Corporateu3y,8700SOH07L
"2007 Ohio Building Code (Premium) Renewal 1, 1y",OH-P-2005-000001-1u1yR,8700SOH07AR
"2007 Ohio Building Code (Premium) Renewal 1, 3y",OH-P-2005-000001-1u3yR,8700SOH07GR
"2007 Ohio Building Code (Premium) Renewal 1, 6m",OH-P-2005-000001-1u6mR,8700SOH07R
"2007 Ohio Building Code (Premium) Renewal 25, 1y",OH-P-2005-000001-25u1yR,8700SOH07CR
"2007 Ohio Building Code (Premium) Renewal 25, 3y",OH-P-2005-000001-25u3yR,8700SOH07JR
"2007 Ohio Building Code (Premium) Renewal 50, 1y",OH-P-2005-000001-50u1yR,8700SOH07DR
"2007 Ohio Building Code (Premium) Renewal 50, 3y",OH-P-2005-000001-50u3yR,8700SOH07KR
"2007 Ohio Building Code (Premium) Renewal 5, 1y",OH-P-2005-000001-5u1yR,8700SOH07BR
"2007 Ohio Building Code (Premium) Renewal 5, 3y",OH-P-2005-000001-5u3yR,8700SOH07HR
"2007 Ohio Building Code (Premium) Renewal Corporate, 1y",OH-P-2005-000001-Corporateu1yR,8700SOH07FR
"2007 Ohio Building Code (Premium) Renewal Corporate, 3y",OH-P-2005-000001-Corporateu3yR,8700SOH07LR
"South Carolina Building Code (Premium) 1, 1y",SC-P-2003-000001-1u1y,8700SSC03A
"South Carolina Building Code (Premium) 1, 3y",SC-P-2003-000001-1u3y,8700SSC03G
"South Carolina Building Code (Premium) 1, 6m",SC-P-2003-000001-1u6m,8700SSC03
"South Carolina Building Code (Premium) 25, 1y",SC-P-2003-000001-25u1y,8700SSC03C
"South Carolina Building Code (Premium) 25, 3y",SC-P-2003-000001-25u3y,8700SSC03J
"South Carolina Building Code (Premium) 50, 1y",SC-P-2003-000001-50u1y,8700SSC03D
"South Carolina Building Code (Premium) 50, 3y",SC-P-2003-000001-50u3y,8700SSC03K
"South Carolina Building Code (Premium) 5, 1y",SC-P-2003-000001-5u1y,8700SSC03B
"South Carolina Building Code (Premium) 5, 3y",SC-P-2003-000001-5u3y,8700SSC03H
"South Carolina Building Code (Premium) Corporate, 1y",SC-P-2003-000001-Corporateu1y,8700SSC03
"South Carolina Building Code (Premium) Corporate, 3y",SC-P-2003-000001-Corporateu3y,8700SSC03L
"South Carolina Building Code (Premium) Renewal 1, 1y",SC-P-2003-000001-1u1yR,8700SSC03AR
"South Carolina Building Code (Premium) Renewal 1, 3y",SC-P-2003-000001-1u3yR,8700SSC03GR
"South Carolina Building Code (Premium) Renewal 1, 6m",SC-P-2003-000001-1u6mR,8700SSC03R
"South Carolina Building Code (Premium) Renewal 25, 1y",SC-P-2003-000001-25u1yR,8700SSC03CR
"South Carolina Building Code (Premium) Renewal 25, 3y",SC-P-2003-000001-25u3yR,8700SSC03JR
"South Carolina Building Code (Premium) Renewal 50, 1y",SC-P-2003-000001-50u1yR,8700SSC03DR
"South Carolina Building Code (Premium) Renewal 50, 3y",SC-P-2003-000001-50u3yR,8700SSC03KR
"South Carolina Building Code (Premium) Renewal 5, 1y",SC-P-2003-000001-5u1yR,8700SSC03BR
"South Carolina Building Code (Premium) Renewal 5, 3y",SC-P-2003-000001-5u3yR,8700SSC03HR
"South Carolina Building Code (Premium) Renewal Corporate, 1y",SC-P-2003-000001-Corporateu1yR,8700SSC03FR
"South Carolina Building Code (Premium) Renewal Corporate, 3y",SC-P-2003-000001-Corporateu3yR,8700SSC03LR
"2006 South Carolina Building Code (Premium) 1, 1y",SC-P-2007-000001-1u1y,8700SSC07A
"2006 South Carolina Building Code (Premium) 1, 3y",SC-P-2007-000001-1u3y,8700SSC07G
"2006 South Carolina Building Code (Premium) 1, 6m",SC-P-2007-000001-1u6m,8700SSC07
"2006 South Carolina Building Code (Premium) 25, 1y",SC-P-2007-000001-25u1y,8700SSC07C
"2006 South Carolina Building Code (Premium) 25, 3y",SC-P-2007-000001-25u3y,8700SSC07J
"2006 South Carolina Building Code (Premium) 50, 1y",SC-P-2007-000001-50u1y,8700SSC07D
"2006 South Carolina Building Code (Premium) 50, 3y",SC-P-2007-000001-50u3y,8700SSC07K
"2006 South Carolina Building Code (Premium) 5, 1y",SC-P-2007-000001-5u1y,8700SSC07B
"2006 South Carolina Building Code (Premium) 5, 3y",SC-P-2007-000001-5u3y,8700SSC07H
"2006 South Carolina Building Code (Premium) Corporate, 1y",SC-P-2007-000001-Corporateu1y,8700SSC07
"2006 South Carolina Building Code (Premium) Corporate, 3y",SC-P-2007-000001-Corporateu3y,8700SSC07L
"2006 South Carolina Building Code (Premium) Renewal 1, 1y",SC-P-2007-000001-1u1yR,8700SSC07AR
"2006 South Carolina Building Code (Premium) Renewal 1, 3y",SC-P-2007-000001-1u3yR,8700SSC07GR
"2006 South Carolina Building Code (Premium) Renewal 1, 6m",SC-P-2007-000001-1u6mR,8700SSC07R
"2006 South Carolina Building Code (Premium) Renewal 25, 1y",SC-P-2007-000001-25u1yR,8700SSC07CR
"2006 South Carolina Building Code (Premium) Renewal 25, 3y",SC-P-2007-000001-25u3yR,8700SSC07JR
"2006 South Carolina Building Code (Premium) Renewal 50, 1y",SC-P-2007-000001-50u1yR,8700SSC07DR
"2006 South Carolina Building Code (Premium) Renewal 50, 3y",SC-P-2007-000001-50u3yR,8700SSC07KR
"2006 South Carolina Building Code (Premium) Renewal 5, 1y",SC-P-2007-000001-5u1yR,8700SSC07BR
"2006 South Carolina Building Code (Premium) Renewal 5, 3y",SC-P-2007-000001-5u3yR,8700SSC07HR
"2006 South Carolina Building Code (Premium) Renewal Corporate, 1y",SC-P-2007-000001-Corporateu1yR,8700SSC07FR
"2006 South Carolina Building Code (Premium) Renewal Corporate, 3y",SC-P-2007-000001-Corporateu3yR,8700SSC07LR
"2007 California Administrative Code, Title 24 Part 1 (Premium) 1, 1y",CA-P-2007-000001-1u1y,8701SCA07A
"2007 California Administrative Code, Title 24 Part 1 (Premium) 1, 3y",CA-P-2007-000001-1u3y,8701SCA07G
"2007 California Administrative Code, Title 24 Part 1 (Premium) 1, 6m",CA-P-2007-000001-1u6m,8701SCA07
"2007 California Administrative Code, Title 24 Part 1 (Premium) 25, 1y",CA-P-2007-000001-25u1y,8701SCA07C
"2007 California Administrative Code, Title 24 Part 1 (Premium) 25, 3y",CA-P-2007-000001-25u3y,8701SCA07J
"2007 California Administrative Code, Title 24 Part 1 (Premium) 50, 1y",CA-P-2007-000001-50u1y,8701SCA07D
"2007 California Administrative Code, Title 24 Part 1 (Premium) 50, 3y",CA-P-2007-000001-50u3y,8701SCA07K
"2007 California Administrative Code, Title 24 Part 1 (Premium) 5, 1y",CA-P-2007-000001-5u1y,8701SCA07B
"2007 California Administrative Code, Title 24 Part 1 (Premium) 5, 3y",CA-P-2007-000001-5u3y,8701SCA07H
"2007 California Administrative Code, Title 24 Part 1 (Premium) Corporate, 1y",CA-P-2007-000001-Corporateu1y,8701SCA07
"2007 California Administrative Code, Title 24 Part 1 (Premium) Corporate, 3y",CA-P-2007-000001-Corporateu3y,8701SCA07L
"2007 California Administrative Code, Title 24 Part 1 (Premium) Renewal 1, 1y",CA-P-2007-000001-1u1yR,8701SCA07AR
"2007 California Administrative Code, Title 24 Part 1 (Premium) Renewal 1, 3y",CA-P-2007-000001-1u3yR,8701SCA07GR
"2007 California Administrative Code, Title 24 Part 1 (Premium) Renewal 1, 6m",CA-P-2007-000001-1u6mR,8701SCA07R
"2007 California Administrative Code, Title 24 Part 1 (Premium) Renewal 25, 1y",CA-P-2007-000001-25u1yR,8701SCA07CR
"2007 California Administrative Code, Title 24 Part 1 (Premium) Renewal 25, 3y",CA-P-2007-000001-25u3yR,8701SCA07JR
"2007 California Administrative Code, Title 24 Part 1 (Premium) Renewal 50, 1y",CA-P-2007-000001-50u1yR,8701SCA07DR
"2007 California Administrative Code, Title 24 Part 1 (Premium) Renewal 50, 3y",CA-P-2007-000001-50u3yR,8701SCA07KR
"2007 California Administrative Code, Title 24 Part 1 (Premium) Renewal 5, 1y",CA-P-2007-000001-5u1yR,8701SCA07BR
"2007 California Administrative Code, Title 24 Part 1 (Premium) Renewal 5, 3y",CA-P-2007-000001-5u3yR,8701SCA07HR
"2007 California Administrative Code, Title 24 Part 1 (Premium) Renewal Corporate, 1y",CA-P-2007-000001-Corporateu1yR,8701SCA07FR
"2007 California Administrative Code, Title 24 Part 1 (Premium) Renewal Corporate, 3y",CA-P-2007-000001-Corporateu3yR,8701SCA07LR
"2004 Florida Building Code:  Test Protocol Volume (Premium) 1, 1y",FL-P-2004-000003-1u1y,8701SFL04A
"2004 Florida Building Code:  Test Protocol Volume (Premium) 1, 3y",FL-P-2004-000003-1u3y,8701SFL04G
"2004 Florida Building Code:  Test Protocol Volume (Premium) 1, 6m",FL-P-2004-000003-1u6m,8701SFL04
"2004 Florida Building Code:  Test Protocol Volume (Premium) 25, 1y",FL-P-2004-000003-25u1y,8701SFL04C
"2004 Florida Building Code:  Test Protocol Volume (Premium) 25, 3y",FL-P-2004-000003-25u3y,8701SFL04J
"2004 Florida Building Code:  Test Protocol Volume (Premium) 50, 1y",FL-P-2004-000003-50u1y,8701SFL04D
"2004 Florida Building Code:  Test Protocol Volume (Premium) 50, 3y",FL-P-2004-000003-50u3y,8701SFL04K
"2004 Florida Building Code:  Test Protocol Volume (Premium) 5, 1y",FL-P-2004-000003-5u1y,8701SFL04B
"2004 Florida Building Code:  Test Protocol Volume (Premium) 5, 3y",FL-P-2004-000003-5u3y,8701SFL04H
"2004 Florida Building Code:  Test Protocol Volume (Premium) Corporate, 1y",FL-P-2004-000003-Corporateu1y,8701SFL04
"2004 Florida Building Code:  Test Protocol Volume (Premium) Corporate, 3y",FL-P-2004-000003-Corporateu3y,8701SFL04L
"2004 Florida Building Code:  Test Protocol Volume (Premium) Renewal 1, 1y",FL-P-2004-000003-1u1yR,8701SFL04AR
"2004 Florida Building Code:  Test Protocol Volume (Premium) Renewal 1, 3y",FL-P-2004-000003-1u3yR,8701SFL04GR
